web-scraper-order,web-scraper-start-url,event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue,event_link,event_link-href,event_organizer__MACBA,event_category__Actividad__MACBA,event_maplink__1,event_cost__,event_id
"1526029967-164","http://www.macba.cat/es/actividades","Revuelta en el cómic","Comisariado por Francesc Ruiz","/uploads/20180425/Imatge_revolta_en_el_comic.1.png","Un troyano apocalíptico acampa por dos días en el museo para celebrar el potencial emancipador del cómic y la autoedición, desplegando un conjunto de pequeñas estructuras o microinstituciones que definen, en gran parte, la escena del cómic y el fanzine independiente de Barcelona. Una comunidad abierta y autónoma donde convergen difusión, distribución, producción e investigación.



Acompañándolas, un grupo de autores cuyas obras, si bien pueden tener como origen el lenguaje de la historieta, se desprenden tangencialmente de este para abrazar otras disciplinas y discurrir entre los espacios del arte contemporáneo, la performance, la música o la poesía; desde la disensión, donde lo personal cuenta mucho, el comentario político se manifiesta y la crítica institucional se aúna a la experimentación estética.



El conjunto señala cómo ciertas prácticas constituyen una resistencia frente a cierto tipo de consumo. Fuera de la niebla de la cultura digital aparecen lugares desde donde se producen nuevos imaginarios y se cultivan otras sensibilidades, se recuperan del olvido modos e historias y se subvierte el canon sin temor. Lugares de encuentro donde se comparten saberes, entre la nostalgia analógica y la pulsión del deseo de hacer.



Este programa se desarrolla en el marco del  Día y Noche de los museos.



PROGRAMA

VIERNES 18 DE 11 A 19.30 h Y SÁBADO 19 DE 10 A 01 h



EXPOSICIÓN

Fatbottom, Gutter Fest, Máquina Total, CCCCC, Efrén Álvarez, Mery Cuesta, Conxita Herrero & María el Problema, Ilan Manouach, Irkus M. Zeberio, Un Faulduo y Martín Vitaliti. 



ACTIVIDADES

Viernes 18

- Lugar: Espai Taller

16 a 19.30 h. Andrea Ganuza. Cómic Mal. Taller de cómic experimental. Plazas limitadas. Con inscripción previa

- Lugar: Atrio del MACBA 

16.30 h. Lectura de cómics con Gabri Molist

17.30 h. CCCCC. Presentación del proyecto

18.30 h. Ilan Manouach y Francesc Ruiz. Conversación en inglés sin traducción simultánea.



Sábado 19

Lugar: Atrio del MACBA 

16.30 h. Lectura de cómics con Marta Cartu

17.30 h. Fatbottom + Máquina Total. Conversación

18.30 h. Gutter Fest. Presentación del festival

19.30 h. Tronco. Concierto

20.30 h. Un Faulduo. Performance

21.30 h. Cuesta/Vitaliti Drum Duo. Concierto

22.30 h. Tuareg + Pablo Taladro. Concierto 

23.30 h. Mirena Ossorno DJ



EXPOSICIÓN

Fatbottom

A escasos 300 metros del MACBA, en la calle Lluna 10, se encuentra esta librería especializada en cómic independiente. Fatbottom es el centro neurálgico y el punto de reunión de toda una escena que incluye el Gutter, Máquina Total y el CCCCC. Un fragmento de la librería ha sido trasplantado al Atrio del museo junto a una selección de cómics y fanzines autoeditados. 



Gutter Fest 

Comunidades temporales como el Gutter son las que inspiran un evento como Revuelta en el cómic. El principal festival dedicado a la autoedición y microedición de Barcelona se celebrará el 26 y el 27 de mayo en Hangar. Una charla, publicaciones y una retrospectiva de los cortos que elaboran cada año como promoción nos acercan, a modo de jornada previa, a los contenidos de esta nueva edición.



Máquina Total

¡El paraíso de la autoedición! La imprenta que dirigen Pablo Taladro y Irkus M. Zeberio se ha instalado en el MACBA ofreciendo sus servicios y reeditando algunas de sus últimas producciones y best sellers. Riso, serigrafía, impresión digital en tiradas cortas, camisetas, pósteres, fanzines, flyers… ¡Todo lo necesario para el mundo de hoy!



CCCCC (Centro de Conservación y Comunicación del Cómic Contemporáneo)

Ubicado en la sala de exposiciones de apenas 3 m2 de la librería Fatbottom, el CCCCC realiza un trabajo de rescate, investigación y comisariado alrededor de la historieta. Su última exposición, Negros Rojos, que se reconstruye para esta ocasión, profundiza en la génesis e historia del Libro para colorear de los Black Panthers.



Efrén Álvarez 

Entre la sátira política, la caricatura, la fábula moral y el humor escatológico, los murales de Efrén Álvarez diseccionan a través de elaborados diagramas el contexto sociopolítico actual. Sus obras se acompañan de fanzines autoeditados, con claves e información complementaria, favoreciendo otro tipo de circulación y lectura de su trabajo.



Mery Cuesta 

Su práctica fusiona cómic y crítica de arte. Su libro La Rue del Percebe de la cultura y la niebla de la cultura digital, del cual se exponen un conjunto de imágenes, es un cómic-ensayo que reflexiona sobre el nuevo paradigma de lo digital a la vez que constituye un irónico y mordaz ejercicio de crítica institucional. 



Conxita Herrero 

Producen compulsivamente fanzines de texto en los que vuelcan sus reflexiones y emociones de forma cruda y directa. Rotulados a mano en el caso de Conxita o mediante collage en el caso de María, estas pequeñas publicaciones crean un espacio único que aúna poesía, caligrafía, papel y tóner. Ésta es la primera vez que trasladan de manera conjunta esa práctica textual a la arquitectura de un museo.



Ilan Manouach

Los détournements que efectúa Ilan Manouach son sofisticadas operaciones que muestran el racismo implícito de algunas de las obras más populares de la historia del cómic. Algunos ejemplos de su trabajo y una charla con él nos permitirán profundizar en la trilogía compuesta por sus versiones de Maus de Art Spiegelman, Los pitufos negros de Peyo y Tintín en el Congo de Hergé.



Irkus M. Zeberio

Autor de la imagen de Revuelta en el cómic, sus visiones alucinadas tocan tanto cuestiones filosóficas y transcendentales como se acercan a conflictos contemporáneos como la crisis griega o la guerra en Siria, extrañándolos y reconvirtiéndolos en nuevas mitologías. 



Un Faulduo

El colectivo argentino Un Faulduo toma la historieta como un lenguaje de experimentación, tensionando los límites y permitiéndole dialogar con otras artes, como la performance. Es este formato el que ponen en práctica dentro de Revuelta en el cómic. Un Faulduo participa también con una selección de sus trabajos en torno a Oscar Masotta en la exposición que el MACBA le dedica actualmente.



Martín Vitaliti 

Conocido por sus collages e instalaciones en los que deconstruye el espacio/tiempo de la historieta, Martín Vitaliti presenta un vídeo inédito que documenta decenas de protestas en diferentes lugares del mundo en las que los manifestantes, disfrazados de superhéroes de cómic, se apropian y cortocircuitan un producto de la cultura popular, provocando a su vez lecturas ideológicas contradictorias.



ACTIVIDADES

Andrea Ganuza. Taller de cómic

El trabajo de Andrea Ganuza se sitúa entre el arte contemporáneo y el cómic, el activismo de la autoedición y el fanzine. Sus talleres de cómic experimental ofrecen el marco y las herramientas necesarias para que aquellos que nunca se plantearon dibujar se lancen a hacerlo. El viernes 18 de mayo, de 16 a 19.30 h, imparte un nuevo taller.



Lectura de cómics con Marta Cartu y Gabri Molist

Invitamos a Marta Cartu, autora de Un tumor muy guay y a Gabri Molist autor de Doomed, a leer en voz alta sus cómics mientras los visualizamos en pantalla grande, en un doble ejercicio de exposición y traducción, donde una cosa que hacemos en la intimidad, leer cómics, se transforma en un acto público.



Conciertos

Tronco

Tronco es la banda formada por Conxita Herrero y su hermano Fermí. Se definen como una banda de punk y canción protesta que ensaya en su propia casa y se debate entre el romanticismo y el feminismo. Las letras enlazan con la práctica textual de Conxita, que podemos ver desplegada por el museo.

 

Cuesta/Vitaliti Drum Duo

A parte de su interés por el cómic, Mery Cuesta y Martín Vitaliti también comparten que son baterías de sus respectivas bandas. Fruto de esta coincidencia, han decidido lanzar esta propuesta experimental, en la que interpretan tiras y páginas de cómic como si se tratara de partituras rítmicas.



Tuareg + Pablo Taladro

Directamente desde el Sáhara, la banda de surf rock despliega sus enérgicas guitarras acompañados de una sesión de serigrafía en vivo de la mano de Pablo Taladro de Máquina Total.



Mirena Ossorno DJ

Fundadora del femzine Bulbasaur, grafista y autora del cómic Sensación de vivir editado por Fulgencio Pimentel. Suele preparar eclécticas sesiones de música en las que se acerca sin prejuicios a diferente géneros. Le hemos pedido que prepare una pensando en Revuelta en el cómic.","18","19 mayo 2018","","","https://www.macba.cat/es/revuelta-en-el-comic/1//activ","null","null","null","null","/es/revuelta-en-el-comic/1//activ"
"1526029944-154","http://www.macba.cat/es/actividades","Frau Diamanda. Lucha subalterna en drag (portafolios audiovisual)","Activaciones del Archivo Desencajado","/uploads/20180424/Frau_diamanda.1.jpg","A cargo de Héctor Acuña / Frau Diamanda.

Moderadorx: Rafa Marcos



Frau Diamanda es traductorx, artista audiovisual autodidacta, drag performer, comisaria independiente, infectorx cultural, escritorx, DJ y eventual actor/actriz, se ha especializado en arte transgénero y performance multimedia. Originaria del Perú, Frau Diamanda reside en Barcelona y actualmente cursa el PEI. 



Esta conferencia performativa con formato portafolio audiovisual itinerante propone una mirada retrospectiva a una larga producción artística y militante, y navega del videoarte a los apuntes filosóficos travestis, de la anécdota de la vida nocturna limeña a la historiografía cultural del Perú, de la confesión al simulacro, del dressing-up a la acción sonora en vivo y del delirio egocéntrico al diálogo en comunidad. Un itinerario que parte del relato biográfico iniciado en el Perú y que se desborda actualmente en Barcelona.","29 mayo 2018","null","","","https://www.macba.cat/es/activaciones-archivo-desencajado-frau-diamanda/1//activ","null","null","null","null","/es/activaciones-archivo-desencajado-frau-diamanda/1//activ"
"1526029928-146","http://www.macba.cat/es/actividades","En espiral","Taller dirigido a familias con niños y niñas de 6 a 12 años","/uploads/20180412/Sin_tn_tulo_1.0.jpg","Alicia en el país de las maravillas se cae por un agujero y se encuentra en un mundo de fantasía poblado por criaturas extravagantes. Inspirados por Melanie Smith y su obra Spiral City, os invitamos a vivir el museo como un lugar diferente y extraño, lleno de obras peculiares que hay que ir descubriendo entre todos.



La imagen de la espiral, con su forma y movimiento, nos acompañará en este itinerario de descubrimiento por el museo. Quizá si nos dejamos sorprender como Alicia y recorremos las salas de la exposición en espiral, llegaremos a un nuevo espacio donde podremos crear pinturas performativas, filmar de manera imaginativa o teatralizar lo que vemos, siguiendo los pasos de Melanie Smith.","04 jul.","29 ago. 2018","MACBA","","https://www.macba.cat/es/taller-en-espiral/1//activ","null","null","null","null","/es/taller-en-espiral/1//activ"
"1526029976-168","http://www.macba.cat/es/actividades","Ràdio 1418","Habitació 1418","/uploads/20180126/Radio_17febrer.0.jpg","Buenas tardes, les hablamos desde el punto más neurálgico de Barcelona: ¡estamos en Ràdio 1418! 



En este taller, vamos a entrar en contacto con las herramientas técnicas que hay en la radio y vamos a pensar qué queremos decir colectivamente y cómo lo queremos decir. Exploraremos nuestra voz, las entonaciones, cómo modulamos y expresamos, cómo la vibración se relaciona con el cuerpo, probaremos a hacer sonidos...



El proyecto de Ràdio 1418 lo definiremos entre todas, a lo largo del año, con una propuesta de encuentro y trabajo bimensual. ¡Entra con nosotras en la Habitació 1418!



Taller a cargo de Alexander Arilla y Alba Rihe","12 mayo 2018","null","Aula 0","","https://www.macba.cat/es/radio-1418-mayo/1//activ","null","null","null","null","/es/radio-1418-mayo/1//activ"
"1526029950-156","http://www.macba.cat/es/actividades","¡Gran verbena del MACBA en familia!","Taller dirigido a familias con niños y niñas a partir de los 6 años.","/uploads/20180404/Sin_tn_tulo_2.3.0.jpg","Por fin se acerca el verano y, con él, una nueva Gran Verbena del MACBA en familia. Una tarde en la que la música y las letras pop invadirán el espacio del atrio de la mano del grupo Papa Topo. ¡Vamos a preparar juntos una gran fiesta! Para empezar, haremos un precalentamiento especial en el concierto que nos propondrán los artistas Ariadna Rodríguez y Pere Faura, acompañados de los niños y niñas del barrio que durante todo el curso han trabajado con Quim Packard. Con sus propuestas nuestros cuerpos comenzarán a experimentar con todos los elementos que rodearán la fiesta: la música, la coreografía, la respiración, las letras de las canciones y muchas sorpresas más. ¡Os esperamos!","26 mayo 2018","null","","","https://www.macba.cat/es/gran-verbena-macba-en-familia-2018/1//activ","null","null","null","null","/es/gran-verbena-macba-en-familia-2018/1//activ"
"1526029930-148","http://www.macba.cat/es/actividades","Taller de fanzine 24 h","Activaciones del Archivo Desencajado","/uploads/20180509/imagen_taller_fanzine1_collage_de_camila_gonzalez__002_.0.3.jpg","A cargo de Lucía Egaña Rojas, Julieta Obiols, Vatiu Nicolás Koralsky, Benzo, Diego Posada, Héctor Acuña, Juan David Galindo, Lina Sánchez, Lior Zisman Zalis, Javiera Pizarro, Itxaso Corral, Isamit Morales, Alexander Arilla y Camila González.



Durante la jornada (incluyendo la noche) nos reuniremos para componer un fanzine colectivo que recopile y ponga de manifiesto las experiencias, los materiales (también podrían ser materialidades) y las reflexiones generadas durante el proceso de trabajo del Archivo desencajado, para llegar a una especie de registro colaborativo donde decanten y confluyan estos relatos. Será una actividad abierta al público y coordinada por el equipo participante del PEI.","03 jul. 2018","null","Aula 0","","https://www.macba.cat/es/arxiu-desencaixat-taller-fanzine/1//activ","null","null","null","null","/es/arxiu-desencaixat-taller-fanzine/1//activ"
"1526029959-160","http://www.macba.cat/es/actividades","Haciendo la croqueta","Habitació 1418","/uploads/20180502/andrea_ganuza.4.jpg","En cómic el ritmo lo es todo. A través del ritmo podemos conseguir que la caída de una hoja sea más espectacular que los cuatro jinetes del apocalipsis. 



Mediante una serie de ejercicios prácticos sencillos, conseguiremos transformar lo patético en épico, mejoraremos nuestra capacidad para contar historias y dinamitaremos los complejos derivados del dibujo académicamente correcto.



Taller a cargo de Andrea Ganuza","19 mayo 2018","null","La Caldera","","https://www.macba.cat/es/haciendo-la-croqueta-habitacio-1418/1//activ","null","null","null","null","/es/haciendo-la-croqueta-habitacio-1418/1//activ"
"1526029955-158","http://www.macba.cat/es/actividades","Visita guiada performática. Un acto de parresia en el ""Archivo desencajado""","Activaciones del archivo desencajado","/uploads/20180423/Visita_guiada_19_05_2018.0.jpg","A cargo de Juan David Galindo, Itxaso Corral y Alba Rihe.



¿Cómo se debería realizar una visita a un archivo desencajado? Poniendo el cuerpo. Una visita guiada en la que hay espacio para el canto, la narración, la ficción, los bailes, la acción, los cuerpos y la carne. ¿Cómo poner el cuerpo a un archivo de los movimientos queer de Barcelona? Creamos narrativas transversales del archivo, desde nuestra carne cargada de discurso que vive en la Barcelona actual. Exploramos, de estos documentos del pasado, los que nos atraviesan y nos conforman. Desde esta distancia nos aproximamos a estos documentos. ¿Qué aporta algo a nuestras vidas? ¿Qué nos interpela? ¿Qué nos afecta? ¿Con qué nos identificamos? ¿Qué retos nos está planteando?



Este programa se desarrolla en el marco del  Día y Noche de los museos.","19 mayo 2018","null","","","https://www.macba.cat/es/activaciones-archivo-desencajado-visita-guiada-performativa/1//activ","null","null","null","null","/es/activaciones-archivo-desencajado-visita-guiada-performativa/1//activ"
"1526029974-167","http://www.macba.cat/es/actividades","Presentación de PUNTS DE FUGA / PUNTOS DE FUGA / VANISHING POINTS","Una publicación de Cal Cego. Col·lecció d'Art Contemporani","/uploads/20180430/publicacio.0.0.jpg","Para la presentación de Puntos de fuga en el MACBA, hemos invitado a personas vinculadas a las prácticas artísticas desde distintas perspectivas (desde la práctica galerística, la artística, la del diseño gráfico y la crítica-comisarial) para hablar sobre las siete nociones que articulan la publicación. Se trata de unas nociones clave relacionadas con las líneas discursivas de la colección y que constituyen también temas esenciales en el debate actual en torno al trabajo en arte: nomadismo, creación de conocimiento, colaboración, procesos, relaciones intergeneracionales, desjerarquización y la relación arte-vida.

 

El libro, del que se han realizado tres ediciones independientes en catalán, castellano e inglés, cuenta con textos de David Armengol, Pilar Bonet, Raimundas Malašauskas, Martí Manen, Frederic Montornés, Laurence Rassel y David G. Torres, así como con una catalogación completa de las obras de la colección. La edición ha ido a cargo de Montse Badia y el diseño gráfico de Àlex Gifreu.



Con la participación de Àngels de la Mota (galerista), Lúa Coderch (artista) y Àlex Gifreu (diseñador gráfico y editor). Modera: Montse Badia, crítica de arte, comisaria de exposiciones y directora artística de Cal Cego.","14 mayo 2018","null","Aula 0","","https://www.macba.cat/es/punts-fuga-puntos-fuga-vanishing-points-publicacion/1//activ","null","null","null","null","/es/punts-fuga-puntos-fuga-vanishing-points-publicacion/1//activ"
"1526029937-151","http://www.macba.cat/es/actividades","Deflagracciones. Oscar Masotta: vanguardia y psicoanálisis","Seminario","/uploads/20180302/para_inducir_el_espiritu_de_la_imagen.1.jpeg","Desde los happenings realizados a mediados de los años sesenta, como Para inducir el espíritu de la imagen (1966) o El helicóptero (1967), pasando por la escritura y la crítica del arte de vanguardia de aquella época, con libros capitales como El pop-art (1967) y Happenings (1967), que reúne varias voces teóricas, hasta la creación de los grupos de estudio y lectura de los textos de Jacques Lacan o el descubrimiento de la historieta como forma artística, con la celebración de la 1a Bienal Mundial de la Historieta en 1968 y la publicación de La historieta en el mundo moderno (1970), la incombustible actividad de Oscar Masotta (1930-1979) tiene como eje estructural el afán de transmisión, ya sea a través de la acción, de la palabra o de la teoría y la práctica psicoanalíticas.



En este seminario proponemos un diálogo entre diferentes generaciones: desde aquellas y aquellos que lo conocieron, amigos y alumnos, hasta artistas que se han acercado a su obra desde el presente. Primero en Buenos Aires y después en el exilio en la Barcelona posfranquista, el argentino se convertirá en una referencia (casi secreta) para varias generaciones de artistas, psicoanalistas e intelectuales de otras disciplinas como la literatura o el pensamiento. La de Masotta será una transmisión que podemos pensar como una deflagración que deja rastro, que cambia o descubre las trayectorias vitales de muchas y muchos colaboradores y amigos: desde el grupo Arte de los Medios (con Roberto Jacoby, Raúl Escari y Eduardo Costa) hasta el trabajo en torno al cómic con cómplices como el semiólogo Oscar Steimberg, o las clases impartidas a jóvenes estudiantes universitarios que, después de ser alumnos suyos, iniciaron su camino como psicoanalistas lacanianos. 



Coordinado por Cloe Masotta. Con la participación de Enric Berenguer, Nora Catelli, Rithée Cevasco, Dora García, Ana Longoni y Martín Vitaliti.","07 jun. 2018","null","Auditori Meier","","https://www.macba.cat/es/deflagracciones--oscar-masotta--vanguardia-y-psicoanalisis/1//activ","null","null","null","null","/es/deflagracciones--oscar-masotta--vanguardia-y-psicoanalisis/1//activ"
"1526029972-166","http://www.macba.cat/es/actividades","Vivir sin permiso. Presentación de bibliografía sobre el cuerpo y la despatologización","Activaciones del Archivo Desencajado","/uploads/20180503/Archivo_desencajado_navarrete.3.jpg","A cargo de Julieta Obiols



El Archivo desencajado reúne algunos materiales que son testimonio de las luchas de los colectivos de la disidencia sexual por la despatologización de sus identidades. Se trata de manifiestos escritos en primera persona y de forma colectiva que reclaman el poder de decisión sobre las propias vidas y cuerpos, resistiendo al discurso médico que busca individualizarlas y expropiarlas. En los años setenta, los esfuerzos de los colectivos militantes consiguen que la American Psychiatric Association elimine, no sin resistencias, a la homosexualidad como trastorno mental de su Manual diagnóstico y estadístico (DSM). En la actualidad, las luchas centradas en la despatologización de la transexualidad y la intersexualidad reclaman el acceso a tratamientos para modificar el cuerpo según los propios deseos y evitar intervenciones compulsivas, respectivamente. A estas se unen, también, otras batallas como las del activismo de la gordura o de la diversidad funcional. El derecho a decidir sobre el propio cuerpo se tensiona entre un auge de las políticas neoliberales que recortan el acceso a la atención en salud y el desarrollo de una industria farmacológica que extiende la medicalización de la vida a todos los ámbitos que sean rentables. En las últimas décadas se produce, dentro y fuera de la academia, una creciente bibliografía que busca desnaturalizar el poder del saber médico para hacer escuchar nuevas voces que, lentamente, le disputan su hegemonía. En este acto se presentará una buena parte de esta bibliografía.","15 mayo 2018","null","","","https://www.macba.cat/es/archivo-desencajado-presentacion-vivir-sin-permiso/1//activ","null","null","null","null","/es/archivo-desencajado-presentacion-vivir-sin-permiso/1//activ"
"1526029991-175","http://www.macba.cat/es/actividades","Activaciones","Archivo Desencajado","/uploads/20180221/Archivo_2018_10.0.0.JPG","¿Por qué es necesario archivar? ¿Qué materiales reflejan las historias disidentes? ¿Cómo se archiva una lucha en proceso? ¿Es necesario reflexionar sobre el modo de clasificar un archivo? ¿Qué consecuencias tiene sobre nuestras vidas desviadas? ¿Cuándo aparece la necesidad de desencajar un archivo? ¿Podría ser esta una forma de subvertir los relatos hegemónicos? ¿Cómo se producen activaciones que sensibilicen los cuerpos? ¿Es posible encontrar categorías para lo desencajado? ¿Es necesario hacerlo? ¿Qué pasa cuando, evadiendo las etiquetas, recaemos en la invisibilidad? ¿Qué sucede cuando las etiquetas nos constriñen o nos hacen revivir el estigma ligado al delito o a la enfermedad?","14 feb.","31 jul. 2018","","","https://www.macba.cat/es/activaciones-archivo-desencajado/1/all/activ","null","null","null","null","/es/activaciones-archivo-desencajado/1/all/activ"
