web-scraper-order,web-scraper-start-url,event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"1526029605-107","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/Adde-38-2017_Lienzo-157x212x4.jpg","Victor Lope Arte Contemporáneo","","http://www.artbarcelona.es/es/exposiciones/adde/","Francisco Suárez","","03.05.18 – 16.06.18","Victor Lope Arte Contemporáneo","Adde","El trabajo de Francisco Suárez (León, 1965) hace un especial énfasis en subrayar la autonomía de la pintura, la presencia física y perceptual del objeto pictórico. Cada obra supone ante todo un enunciado sobre sí misma, los estímulos cromáticos y visuales que la forman, las relaciones numéricas que la componen.
Pero una obra de arte no es una ecuación matemática. Frente a la frialdad a que puede conducir lo geométrico, su trabajo conserva cierta pulsión misteriosa de lo que surge de manera espontánea en el acto de pintar. Así, sus característicos campos de líneas nacen de un proceso próximo al action painting, ya que son en realidad gotas de pintura que, colocadas cuidadosamente por el artista, fluyen sobre la superficie. Las imágenes adquieren de este modo una vibración especial y una ausencia de rigidez que facilita la interacción con la mirada.
Sin duda, el atractivo de su obra también se debe a un uso exquisito del color. No quiere producir una estructura fría y cerebral sino obtener presencias seductoras, en las que la pureza geométrica nos sirva de vehículo para acceder al terreno del autoconocimiento, a un estado quizás cercano a la contemplación.","null","null","null","http://www.artbarcelona.es/es/exposiciones/adde/"
"1526029581-98","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/A_53web.jpg","àngels barcelona","","http://www.artbarcelona.es/es/exposiciones/el-gato-de-schrodinger-la-superposicion-de-estados-y-la-paradoja-del-observador/","Daniel G. Andújar","","20.04.18 – 22.06.18","àngels barcelona","El gato de Schrödinger. La superposición de estados y la paradoja del observador.","Como parte de un programa expositivo que refleja la multiplicidad de los diferentes usos otorgados a las imágenes, así como el análisis de su propio lenguaje, àngels barcelona presenta un nuevo proyecto de Daniel G. Andújar, en el que aborda nuestra incapacidad para manejarnos en un paisaje visual absolutamente contaminado. Nos vemos obligados a trazar estrategias de simplificación que limitan nuestra capacidad de observación y comprensión. Buscamos respuestas en las cifras de las verdades científicas, que son todo norma e imposición, a pesar de tener la certeza de que el nuevo autoritarismo se expresará a través de algoritmos y ecuaciones. Pero también es cierto que en la observación de paradojas como la de Schrödinger, podemos encontrar una descripción fundamental de la naturaleza a escalas espaciales pequeñas. Un mismo fenómeno puede ser percibido de varios modos diferentes, ahí encontramos una puerta de acceso.","null","null","null","http://www.artbarcelona.es/es/exposiciones/el-gato-de-schrodinger-la-superposicion-de-estados-y-la-paradoja-del-observador/"
"1526029512-86","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/03/T--pies.PNG","Galería Joan Gaspar","","http://www.artbarcelona.es/es/exposiciones/antoni-tapies-obra-grafica/","Antoni Tàpies","","21.03.18 – 12.05.18","Galería Joan Gaspar","Antoni Tàpies. Obra gráfica","Exposición de diferentes litografías y aguafuertes de Antoni Tàpies donde podemos ver piezas de las series ""Als mestres de Catalunya"" o ""Suite Catalana"" entre otros.
Nacido en Barcelona en 1923, Antoni Tàpies inicia sus tanteos artísticos durante una larga convalecencia de una enfermedad grave. La creciente dedicación al dibujo y la pintura le impulsan a abandonar sus estudios universitarios.
En la década de los cuarenta ya expone unas obras de marcada personalidad, que destacan en la panorámica artística del momento. En 1948 es cofundador de la revista Dau al Sel. Influido por Miró y Klee, intensifica el factor iconográfico y la temática mágica. Poco a poco empieza a incorporar elementos geometrizantes y estudios de color que desembocan en un interés por la materia, traducido en telas de intensa textura y grandes posibilidades expresivas y comunicativas. Con estas obras, a mediados de los años cincuenta, Tàpies alcanzará el reconocimiento internacional.
A partir de la década de los sesenta incorpora nuevos elementos iconográficos (signos de escritura, elementos antropomórficos, pisadas y signos que aluden a la realidad de Cataluña) y procedimientos técnicos (nuevas superficies, uso de objetos cotidianos y del barniz).
El lenguaje pictórico de Tàpies evolucionó desde entonces y el resultado es una diversificada y productiva creación plástica admirada en todo el mundo.","null","null","null","http://www.artbarcelona.es/es/exposiciones/antoni-tapies-obra-grafica/"
"1526029500-71","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/Marcos-Avila_Imagen-Invitacion.jpg","ADN Galería","","","Marcos Ávila Forero","03.05.18 – 16.06.18","03.05.18 – 16.06.18","ADN Galería","Desde las montañas","","null","null","null","http://www.artbarcelona.es/es/exposiciones/desde-las-montanas/"
"1526029504-83","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/fotos_expo_ferran-9.jpg","RocioSantaCruz","","http://www.artbarcelona.es/es/exposiciones/triptico-la-guerra-paginas-simples-et-alia/","Ferran Garcia Sevilla, Tríptic La Guerra, Pàgines simples et alia","","05.04.18 – 27.07.18","RocioSantaCruz","Tríptico La Guerra, Páginas simples et alia","La exposición “Tríptico La Guerra, Páginas simples et alia” presenta por primera vez la totalidad del último proyecto artístico de Ferran Garcia Sevilla. Desarrollado entre 2013 y 2015, se basa en un recorrido personal por la biblioteca universal del pensamiento, con el que genera un constructo intelectual para la acción cotidiana.
Ferran  García Sevilla, tras una prolífica etapa como artista conceptual en la década de los sesenta y setenta del siglo pasado, a continuación y de manera radical opta  por la pintura y se convierte  en uno de los principales artífices de este género predominante en la escena de los ochenta. En 2008, da por acabada su etapa pictórica.
Recientemente, ha expandido su trabajo creativo con los medios digitales en un registro transgresor. En estas obras encontramos referencias poéticas, biológicas, sociológicas y filosóficas mezcladas con imágenes de distintas épocas y estratos culturales. Ello le sirve para recuperar los sistemas icónicos anteriores a la época moderna y occidental.","null","null","null","http://www.artbarcelona.es/es/exposiciones/triptico-la-guerra-paginas-simples-et-alia/"
"1526029507-84","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2017/07/ABGalleryWalk-MWB4-small.jpg","http://www.artbarcelona.es/es/","","http://www.artbarcelona.es/es/exposiciones/art-barcelona-gallery-walks/","","","01.01.18 – 31.12.18","http://www.artbarcelona.es/es/","Art Barcelona Gallery Walks","Art Barcelona Gallery Walks es un programa de visitas a las principales galerías de arte contemporáneo de la ciudad, acompañados por un profesional del sector.
De la mano de los artistas y los equipos de las galerías, conoceremos las claves de las obras, propiciando un espacio para el diálogo y el intercambio de opiniones. Una forma de introducirse en la escena artística de Barcelona y mantenerse informado de las últimas novedades.
El equipo de Art Barcelona actualizamos las rutas cada semana, seleccionando la mejor programación, las últimas inauguraciones y los principales acontecimientos artísticos. Recorremos las principales arteries galerísticas y te acompañamos a los espacios más emblemáticos, sin olvidar otros más escondidos: talleres de artistas, project spaces y las joyas artísticas mejor guardadas.
 
Próxima rutas: Arte y tecnología
sábado 17 de febrero, de 11.30 a 13.30

Ruta 1: RocioSantaCruz, N2 Galeria, Galeria Joan Prats, ADN Galeria, Galeria Marlborough.
→ Únete a esta ruta
 
sábado 24 de febrero, de 11.30 a 13.30

Ruta 2: àngels barcelona, LAB 36, Galeria Senda, Sala Parés.
→ Únete a esta ruta
 
 
Inscríbete a una ruta y recibirás un descuento de 5€ para la otra!
 
Descubre las mejores galerías de la ciudad.

Visita las principales arterias galerísticas con rutas actualizadas cada mes.

Conoce a los artistas y su producción más reciente.

Participa de los principales eventos artísticos.

Entra en contacto con el contexto y sus agentes.

Debate sobre arte actual.","null","null","null","http://www.artbarcelona.es/es/exposiciones/art-barcelona-gallery-walks/"
"1526029510-85","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/SatoshiHashimoto_M.jpg","HANS & FRITZ CONTEMPORARY","","http://www.artbarcelona.es/es/exposiciones/night-time-darkness/","Satoshi Hashimoto","","10.05.18 – 07.07.18","HANS & FRITZ CONTEMPORARY","NIGHT – TIME = DARKNESS","HANS & FRITZ CONTEMPORARY se complace en presentar la exposición NIGHT-TIME = DARKNESS del artista SATOSHI HASHIMOTO. Hashimoto es actualmente uno de los artistas más “alarmantes” de Japón, produciendo obras de arte en forma de performances, acciones e instrucciones destinadas a inducir a los espectadores a cuestionar su papel en la experimentación del arte.
En la experiencia de la apreciación del arte, hemos adquirido el hábito de jugar el papel del espectador de arte, que se asigna como una parte de la estructura del artista/obra de arte/espectador. En general, no podemos llevar nuestros sentimientos personales y asuntos privados a una galería de arte porque debemos tratar de interpretar la obra de arte objetivamente y de una manera correcta. Explorando lo que él llama “fuka”, un término que apunta a una sensación de suspenso, riesgo y presión, Hashimoto interrumpe esta estructura. 
En una exposición de arte, los espectadores no solo están influenciados por la obra de arte y el espacio, sino que también están significativamente influenciados por los propios espectadores. Los espectadores no son existencias transparentes en el espacio de la exposición. A veces, son incluso más reales y activos que las obras de arte y tienen la capacidad de causar que algo suceda inadvertidamente. Se puede ir más allá y decir que el espacio existe para instalar espectadores en lugar de obras de arte, y que las obras de arte actúan como asistentes para producir el performance. 
Al ofrecer una salida del “arte de lo cotidiano”, las instrucciones y microacciones a veces irracionales de Hashimoto trascienden cualquier frontera libremente, planteando una cuestión a nuestro principio de existencia.
NIGHT – TIME = DARKNESS  
10.05.2018 – 07.07.2018  
 EVENTO 1: “LOOK FOR: ON THE STREET” 
10.05.2018 20hr 
EVENTO 2: “BREAK THE PEDESTAL” 
22.05.2018 20hr 
EVENTO 3: “WATCHING MOVIES WITH ROPES” 
22.05.2018 20.30hr","null","null","null","http://www.artbarcelona.es/es/exposiciones/night-time-darkness/"
"1526029523-89","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/Art-Barcelona_imatge.jpg","Galería Toni Tàpies","","http://www.artbarcelona.es/es/exposiciones/el-meu-index/","Antoni Tàpies","","25.03.18 – 27.07.18","Galería Toni Tàpies","El meu índex","Selección de pinturas de los años 90 de Antoni Tàpies.","null","null","null","http://www.artbarcelona.es/es/exposiciones/el-meu-index/"
"1526029622-111","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/03/GM-309-copia.jpg","ProjecteSD","","http://www.artbarcelona.es/es/exposiciones/guy-mees-espace-perdu-una-exposicion-en-dos-capitulos/","Guy Mees","","23.03.18 – 26.05.18","ProjecteSD","Guy Mees: Espace Perdu. Una exposición en dos capítulos","Ésta es la primera exposición individual en nuestro país del artista Guy Mees (1935-2003), importante figura de la escena vanguardista belga de los años 70 cuya singular obra escapa a clasificaciones estéticas y discursivas convencionales. La exposición se ha estructurado en dos capítulos, cada uno de ellos centrados en distintas obras y periodos del desarrollo del artista. La intención de esta doble presentación es, obviamente, ofrecer una visión más completa de la obra de Mees, pero también, y no menos importante, dar la adecuada dimensión espacial a las obras seleccionadas.
El título de la exposición Espace Perdu (Espacio Perdido) se refiere al concepto genérico que Mees utilizó en dos momentos distintos de su trayectoria. La primera vez que aparece el término “Verloren Ruimte” es en un grupo de obras, paneles y objetos, que Mees realizó utilizando encaje industrial y que creó entre los años 1960 y 1967. Veinte años más tarde, a mediados de los ochenta, volvió a la idea de espacio perdido en una segunda serie de “Verloren Ruimte”. Sin ninguna relación formal con las anteriores obras epónimas de los años 60, este segundo grupo de trabajos consistía en tiras finas de papel de color cortado en formas varias y directamente clavados en el muro.","null","null","null","http://www.artbarcelona.es/es/exposiciones/guy-mees-espace-perdu-una-exposicion-en-dos-capitulos/"
"1526029500-61","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/05/Con-la-mano-114-x-81-t--cnica-mixta-sobre-tela.jpg","Sala Parés","","","Dominika Berger","03.05.18 – 29.05.18","03.05.18 – 29.05.18","Sala Parés","null","","null","null","null","http://www.artbarcelona.es/es/exposiciones/sin-titulo/"
"1526029500-74","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/Porfolio-7.jpg","Galería Carles Taché","","","Manuel Esclusa","15.03.18 – 19.05.18","15.03.18 – 19.05.18","Galería Carles Taché","Venezia","","null","null","null","http://www.artbarcelona.es/es/exposiciones/manel-esclusa-venezia/"
"1526029518-87","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2015/03/abe_inauguracion_es.png","Sala Parés","","http://www.artbarcelona.es/es/exposiciones/sin-titol/","Marcos Cárdenas","","03.05.18 – 29.05.18","Sala Parés","null","Su obra gira en torno a experiencias vividas o imágenes de su vida cotidiana: una ciudad visitada, un objeto de su casa, una planta que le gusta, interiores, estructuras arquitectónicas, piscinas, primeros planos de figuras… Pone el énfasis en escenas que pasan desapercibidas, pero que su mirada, reflexiva y contemplativa, convierte en algo distinto, capaz de sugerir   emoción. Son piezas que transmiten quietud y silencio.
La luz, ya sea puntual, atmosférica o reflejada, juega un papel importante en su obra. Procura que los colores sean lo más naturales posibles para dar más sensación de realidad. Una sensación reforzada por una pincelada sutil, casi imperceptible, que no deja rastro a pesar de su densidad matérica.
Entre sus facetas más destacadas está la figura, que pinta normalmente abstraída en sí misma, como si estuviera captada al azar…
Marcos Cárdenas es licenciado en Bellas Artes por la Universidad de Barcelona,  expone periódicamente en la Sala Parés desde el año 2006 y también lo ha hecho regularmente en diversas ciudades españolas, así como en Inglaterra, Francia y Suiza. Ha obtenido numerosos premios.","null","null","null","http://www.artbarcelona.es/es/exposiciones/sin-titol/"
"1526029500-78","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2015/03/abe_inauguracion_es.png","Sala Parés","","","Marcos Cárdenas","03.05.18 – 29.05.18","03.05.18 – 29.05.18","Sala Parés","null","","null","null","null","http://www.artbarcelona.es/es/exposiciones/sin-titol/"
"1526029500-69","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/Brossa-1-min.jpg","Galería Carles Taché","","","Joan Brossa","15.03.18 – 19.05.18","15.03.18 – 19.05.18","Galería Carles Taché","Neorealismo","","null","null","null","http://www.artbarcelona.es/es/exposiciones/joan-brossa-neorealismo/"
"1526029705-119","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/05/artbarcelona.jpg","Galería Eude","","http://www.artbarcelona.es/es/exposiciones/obra-grafica-original-homenaje-a-edicions-berto/","Ansesa, Arranz Bravo, Casanoves, Ferran, Guinovart, Maxart, Ràfols Casamada, Riera i Aragó, Gerard Sala, Tharrats, Vayreda","","03.05.18 – 15.09.18","Galería Eude","Obra gráfica original. Homenaje a Edicions Bertó","El objetivo de esta exposición es homenajear al editor Joaquim Gelabertó y destacar la importancia de la obra gráfica en sus variantes técnicas.
Las Ediciones Bertó (1979-2000) fueron posibles gracias a la idea y el impulso de Joaquim Gelabertó Vilagran (1943-2001), gran apasionado por la obra gráfica original. Estableció una profunda relación y colaboración con los artistas que participaron en su proyecto. Cada obra se planteaba con el máximo de rigor e inventiva:
· Papeles hechos a mano con un gramaje y una textura diferentes para cada edición.
· Técnicas diferentes de estampación aplicadas a la vegada en cada papel.
· Intervenciones de pintura antes y después de las tiradas.
El objetiu de nuestra exposición es destacar la importancia de la obra gráfica en sus diferentes variantes y técnicas, a través de algunos de los mejores artistas grabadores del ámbito catalán, realizadas gracias a la pasión de JoaquimGelabartó.
Remarcamos:
· El papel: Papel comercial hecho a fabricas: papel Arches hechos a mano en los siguientes lugares: Molino de Gelida, Can Oliver y Papel Acuario
· Las diferentes técnicas de estampación: aguafuerte, aiguatinta, acuarela, carborúndum, collagraph, litografía, punta seca, resinas, serigrafía, silicona...
La exposición está presentada en 4 espacios diferentes, donde las obras de los artistasconversan y se comunican.","null","null","null","http://www.artbarcelona.es/es/exposiciones/obra-grafica-original-homenaje-a-edicions-berto/"
"1526029500-75","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/d33318A.jpg","Galería Marlborough","","","Antonio López y Juan Genovés","05.04.18 – 12.05.18","05.04.18 – 12.05.18","Galería Marlborough","ANTONIO LÓPEZ – Fátima / JUAN GENOVÉS – Irreversible","","null","null","null","http://www.artbarcelona.es/es/exposiciones/antonio-lopez-fatima-juan-genoves-irreversible/"
"1526029587-101","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/IMG_0448-min.jpg","Galería Carles Taché","","http://www.artbarcelona.es/es/exposiciones/homenaje-al-arte-contemporaneo-catalan/","Frederic Amat, Evru, Ferran García Sevilla, Xavier Grau, Josep Guinovart, Joan Hernández Pijuan, Toni Llena, Robert Llimós, Jaume Plensa, Charo Pradas, Albert Ràfols-Casamada i Antoni Tàpies; Sergi Aguilar, Susana Solano i Moisès Villèlia; Jordi Benito i Carlos Pazos.","","15.03.18 – 19.05.18","Galería Carles Taché","Homenaje al arte contemporáneo catalán","Quizás esta exposición llega tarde, no lo sé. Ciertamente la hubiera podido hacer en el pasado, la puedo hacer ahora y la podría hacer más adelante.

En la vida, pocas cosas atraviesan el tiempo con rmeza y contundencia, invadiendo nuestra memoria, el presente y el futuro. Aquello que tenga esta capacidad signi cará que forma ya parte de nosotros.

De los artistas de esta exposición soy deudor en tanto que reúnen esta condición: forman parte de mí, han sido determinantes en la construcción de mi cosmovisión personal.

De todas maneras que tengo a mi alcance de expresar mis emociones, hacer una exposición es la que probablemente se me dé mejor.

Sirva esta muestra, por lo tanto, como prueba de mi homenaje a todos estos artistas, maestros indiscutibles del arte contemporáneo catalán.

Carles Taché

_____________________________________________________________________

La Galeria Carles Taché se complace en anunciar la inauguración de la exposición “Homenaje al arte contemporáneo catalán” que tendrá lugar el día 15 de marzo a las 19.30h.

En esta retrospectiva se podrán ver obras de los grandes maestros del arte catalán contemporáneo, con cuadros de Frederic Amat, Evru, Ferran García Sevilla, Xavier Grau, Josep Guinovart, Joan Hernández Pijuan, Toni Llena, Robert Llimós, Jaume Plensa, Charo Pradas, Albert Ràfols-Casamada y Antoni Tàpies; esculturas de Sergi Aguilar, Susana Solano y Moisès Villèlia; e instalaciones de Jordi Benito y Carlos Pazos.

Además, la muestra se complementará con otro gran nombre, el de Joan Brossa, del cual se expondrá una instalación en la Sala Negra de la Galeria.

Así pues, esta no es solo una exposición, es también un homenaje a la integridad y al trabajo de estas guras, y también es la materialización del deseo de poner nuevamente en escena y en diálogo a los grandes artistas constructores de la contemporaneidad en nuestro país.","null","null","null","http://www.artbarcelona.es/es/exposiciones/homenaje-al-arte-contemporaneo-catalan/"
"1526029500-73","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/03/06.jpg","Ana Mas Projects","","","Sabine Finkenauer","07.04.18 – 18.05.18","07.04.18 – 18.05.18","Ana Mas Projects","De otra forma","","null","null","null","http://www.artbarcelona.es/es/exposiciones/de-otra-forma/"
"1526029500-79","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/03/T--pies.PNG","Galería Joan Gaspar","","","Antoni Tàpies","21.03.18 – 12.05.18","21.03.18 – 12.05.18","Galería Joan Gaspar","Antoni Tàpies. Obra gráfica","","null","null","null","http://www.artbarcelona.es/es/exposiciones/antoni-tapies-obra-grafica/"
"1526029590-102","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/Brossa-1-min.jpg","Galería Carles Taché","","http://www.artbarcelona.es/es/exposiciones/joan-brossa-neorealismo/","Joan Brossa","","15.03.18 – 19.05.18","Galería Carles Taché","Neorealismo","Artista y poeta nacido en la ciudad de Barcelona, Brossa (1919-1998) fue cofundador del grupo artístico Dau al Set junto con Antoni Tàpies, Modest Cuixart i Joan Ponç.
La elevación de los objetos convencionales a la categoría de objetos artísticos, añadiendo una sensibilidad poética al género, fue el pilar fundamental de su obra plástica, en la que destacan los conocidos como “Poemas Objetos”. Su reconocimiento internacional, a través de sus grandes exposiciones en 1986 en la Fundación Miró y la retrospectiva en el Museo Nacional Centro de Arte Reina Sofía, asentaron la trayectoria de este creador, fallecido en 1998.
Brossa desarrolla su práctica artística desde los años cuarenta, en una situación cultural caracterizada por la ausencia de propuestas vanguardistas e innovadoras. Desde sus inicios, Brossa lleva a cabo un trabajo de renovación estética fundamentado en la investigación literaria y artística; y hasta el momento de su muerte, su extensísima producción no deja de buscar nuevas formas de expresión y de experimentar con los diferentes medios.
Si bien la gura de este artista y poeta es inabarcable, la obra Neorealismo nos permite acercarnos y explicar múltiples facetas del universo brossiano. Esta pieza, compuesta por dieciocho espejos enmarcados, es una buena muestra de la mezcla de contención e ironía, y forma parte de un rico imaginario compuesto por objetos cotidianos en los que el artista quiere redescubrir la magia. La de Brossa es una escuela de la mirada que se ja en aquello banal, menosprecia los héroes y rompe convenciones de género. Pero Brossa, además, implica al espectador, le sorprende, le incita a pensar, o lo turba con apariciones poéticas –en este caso, del mismo espectador– tan sencillas como complejas.
Con una enigmática sabiduría poética, Brossa, deconstructor del lenguaje, prestidigitador de los signos, nos ha dejado un universo poético en expansión, en mutación constante, como el amor, como el instante, como la vida, como los espejos.","null","null","null","http://www.artbarcelona.es/es/exposiciones/joan-brossa-neorealismo/"
"1526029592-104","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/04/MAC3097-min-1.JPG","Galería Carles Taché","","http://www.artbarcelona.es/es/exposiciones/miguel-angel-campano-intimo/","Miguel Ángel Campano","","15.03.18 – 19.05.18","Galería Carles Taché","Íntimo","La Galeria Carles Taché tiene el placer de inaugurar Miguel Ángel Campano. “Íntimo” una muestra individual del artista Miguel Ángel Campano (Madrid, 1948). Con esta exposición, la galería propone un viaje hacia un Campano distinto, más íntimo, y un retorno a sus piezas de los años ochenta y noventa.
Pintor profundamente heterogéneo, Campano ha afirmado en alguna ocasión hallarse en un permanente no estilo que ha hecho de su trayectoria algo muy alejado de la cualquier idea de linealidad. En esta muestra se reconoce a un artista poliédrico que rehúye de toda pertenencia a alguna escuela, sistema o método.
Tratando de mostrar la diferencia entre los distintos momentos de la extensa y prolífica trayectoria de Campano, la galería ha seleccionado una sola pintura representativa por cada etapa, proponiendo así “saltar” de un periodo a otro sin la necesidad de articular suavemente los momentos de cambio o transición que anuncian las diferentes fracturas que se irán produciendo en su pintura.
Mediante una relación de contraste entre las diferentes pinturas que integran la muestra, se hace patente la maestría de un pintor lleno de matices, modulaciones, giros y, sobretodo, una profunda libertad, conseguida por el hecho de trabajar atendiendo solamente a la coherencia interna de la propia pintura y dejando de lado otros factores ajenos a ella como pudieran ser, por ejemplo, la fidelidad a un estilo. Campano se caracteriza por moverse, ante todo, por un profundo interés en la propia esencia pictórica.
Miguel Ángel Campano obtuvo el Premio Nacional de Artes Plásticas en 1996 y su gran retrospectiva en El Palacio Velázquez de Madrid en 1999 fue la confirmación de su relevancia dentro del panorama del arte contemporáneo español.","null","null","null","http://www.artbarcelona.es/es/exposiciones/miguel-angel-campano-intimo/"
"1526029709-121","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/05/Con-la-mano-114-x-81-t--cnica-mixta-sobre-tela.jpg","Sala Parés","","http://www.artbarcelona.es/es/exposiciones/sin-titulo/","Dominika Berger","","03.05.18 – 29.05.18","Sala Parés","null","Nos complace anunciar la nueva exposición de Alfons Borrell en la Galería Joan Prats, el próximo jueves 15 de diciembre.
Tras la exposición que le dedicó el pasado 2015 la Fundació Miró, que recogía sesenta años de práctica artística, presentamos la obra más reciente de este creador singular, que concibe la pintura como un espacio de relación con el mundo y, a la vez, como un impulso, una emoción y que se ha mantenido alejado de las modas y las corrientes preponderantes a lo largo de su trayectoria.
Su obra se caracteriza por la importancia del color y se debate entre la sutilidad y la intensidad, entre la apertura hacia la naturaleza y el recogimiento introspectivo. Vinculado desde 1955 al lenguaje de la abstracción, ha sido influenciado en diferentes momentos de su vida por Anglada Camarasa y Brossa, dos artistas que, más allá de una estética, le aportaron una actitud vital y ética delante del arte. El trabajo de Borrell ha sido y es actualmente intenso y constante, moviéndose siempre en unos parámetros que va repitiendo con rigor y dedicación.
El color en la obra de Alfons Borrell es un agente invasor que se mueve y fluctúa, el artista lo define como una extensión de la persona, que te mimetiza con el entorno, “si caminas por un bosque lleno de abetos te vuelves verde, si pudieras sumergirte en el mar saldrías de color azul...” Afirma “me gustaría ser pintura”. Se trata de una visión propia del color y la pintura, ligada al concepto, al pensamiento, y también a la vivencia. Borrell utiliza solo cinco pigmentos extraídos de la tierra, verde, azul, naranja, ocre y gris; mientras que el blanco, de la superficie de la tela, emerge como una aparición de la luz.
 
A este trabajo del color, que ha utilizado reiteradamente por sus connotaciones simbólicas, se le suma la percepción de presencias y ausencias a partir de una particular experiencia de límites. En sus pinturas, líneas verticales recorren la superficie designando simbólicamente una presencia, líneas horizontales remiten al horizonte, y la imposibilidad de contener la materia de color, que, en ocasiones, desborda los márgenes marcados, nos muestra la experiencia de lo ilimitado.
La obra de Borrell pide una contemplación activa por parte del espectador, que establece una relación de tensión con las obras. Su experimentación no depende de códigos de interpretación o conocimientos previos sino que su pintura parece dirigirse directamente al observador, interpelándolo, pero dejando siempre un espacio de libertad como posibilidad para habitar su lenguaje.
 
Alfons Borrell (Barcelona, 1931) vive y trabaja en Sabadell. Tras una primera etapa de formación en la pintura figurativa, se inició en la abstracción en 1955, con obras próximas al informalismo. Alejado de la academia, formó parte del Grup Gallot, grupo iconoclasta y revolucionario vinculado a la pintura gestual. Esta experiencia radical le permitió encontrar su propio camino, de sobriedad y silencio, a lo largo de los 60. A partir de 1976, empezó a titular sus obras con la fecha exacta de su finalización, a modo de diario, el mismo año que participó en la colectiva Pintura 1, en la recientemente inaugurada Fundació Joan Miró de Barcelona, donde volvería a exponer en solitario dos años más tarde y, en 2015, con una gran retrospectiva. Entre las exposiciones en los últimos años, destaca la realizada en 2006 en el Centre Cultural Santa Tecla, L’Hospitalet de Llobregat, que itineró al Museu de Sabadell, y la antológica de obra sobre papel realizada en 2011 en la Fundació Palau de Caldes d’Estrac. Ha participado en exposiciones colectivas en el MNAC, el Centre Cultural Tecla Sala, el MACBA, el CCCB y el Centre d’Art Santa Mònica, Barcelona, el Museo Rufino Tamayo, México DF, el Flanders Contemporary Art, Minneapolis, y el Museum of Contemporary Art, Filadelfia. En 2014 recibió el premio GAC, un galardón honorífico en reconocimiento a su larga trayectoria.","null","null","null","http://www.artbarcelona.es/es/exposiciones/sin-titulo/"
