event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"http://www.artbarcelona.es/wp-content/uploads/2017/04/pcg049.jpg","RocioSantaCruz","","http://www.artbarcelona.es/es/exposiciones/marcel-giro-luz-e-forca/","Marcel Giró","","30.03.17 – 20.05.17","RocioSantaCruz","Marcel Giró: Luz e força","Esta exposición recoge una selección de fotografías de Marcel Giró desde principio de los años treinta hasta finales de los setenta.
Marcel Giró (Badalona, 1913-2011) vivió exiliado en Brasil desde los años cuarenta, donde fue uno de los miembros con mayor reconocimiento de la Escuela Paulista y uno de los integrantes del Foto Cine Clube Bandeirante, agrupación fotográfica de gran prestigio donde comienza a cuestionarse el pictorialismo y a manifestarse la estética moderna en la fotografía brasileña.
Las primeras fotografías de Marcel Giró datan de la década de los años treinta, antes de la Guerra Civil, realizadas en el Pirineo catalán; se trata de paisajes de montaña en los que muestra ya una especial mirada hacia la abstracción, aspecto presente en toda su obra posterior.
Al inicio de la Guerra Civil Española, Giró se moviliza como voluntario del Regimiento Pirenaico, dependiente de la Generalitat de Cataluña. En 1937, decepcionado por los constantes enfrentamientos entre las diferentes facciones que luchan contra Franco, decide exiliarse, atravesando los Pirineos a pie, desde Berga hasta Francia.  En 1940 consigue viajar hasta Colombia, desde donde posteriormente se traslada a Brasil, país en el que se afinca de forma definitiva.
En Brasil coincide con el nacimiento de la moderna fotografía brasileña, en torno a una política de desarrollo urbano e industrial acompañada por un progreso económico y social. Todo ello se refleja en la fotografía de la Escuela Paulista, tanto en los aspectos temáticos de los encuadres del paisaje urbano moderno, como en la utilización de las técnicas fotográficas por medio de la experimentación pura.
Para Giró, que considera la fotografía como Arte y es integrante de un movimiento vanguardista, es fundamental la búsqueda de nuevos lenguajes. Persigue una nueva estética, se sirve de un lenguaje formal con una sintaxis propia, altera las perspectivas, contrasta las luces y las sombras hasta el límite, aproximando tanto las líneas y las texturas, para acabar convirtiendo sus fotografías en “pinturas”, bajo la distorsión de la realidad, convertida así en objeto artístico.
En 1978 Giró abandona la fotografía y vende su estudio para regresar a Cataluña, donde moriría a los 98 años.
A la calidad y excepcionalidad de los vintage presentes en esta exposición se debe que recientemente se hayan integrado piezas de Marcel Giró en importantes colecciones, como la del Museum of Modern Art (MoMA, Nueva York), el MASP (Museu de Arte de São Paulo) o Itaú Cultural (São Paulo).","null","null","null","http://www.artbarcelona.es/es/exposiciones/marcel-giro-luz-e-forca/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Vista-gral-expo-Marta-Marc---AR.JPG","PALMADOTZE","","","Marta Marcè","25.03.17 – 02.07.17","25.03.17 – 02.07.17","PALMADOTZE","Further Reaches","","null","null","null","http://www.artbarcelona.es/es/exposiciones/further-reaches/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/W-de-los-pequenos-al-grande-160x80x35.jpg","Galería N2","","","David Moreno","30.03.17 – 28.04.17","30.03.17 – 28.04.17","Galería N2","David Moreno. Obra reciente","","null","null","null","http://www.artbarcelona.es/es/exposiciones/david-moreno-obra-reciente/"
"http://www.artbarcelona.es/wp-content/uploads/2017/04/IMG_3822.JPG","Tat Art Barcelona","","http://www.artbarcelona.es/es/exposiciones/brain-glitter/","Jack Davidson","","06.04.17 – 30.06.17","Tat Art Barcelona","brain…   glitter","TAT ART BARCELONA tiene el placer de anunciar la inauguración de brain… glitter , una exposición individual del artista Jack Davidson, pintor escocés afincado en Barcelona. La muestra, que es la primera que la galería le dedica al artista, se inaugurará el próximo Jueves 6 de Abril a partir de las 19.30h y permanecerá abierta al público hasta el 30 de Junio de 2017.
Desde los inicios de su carrera, Jack Davidson ha expuesto regularmente en Europa y los Estados Unidos, tanto individualmente como colectivamente. Su trabajo ha recibido numerosas críticas, entre ellas en The New York Times, artcritical o The Huffington Post. Su obra puede verse en algunas colecciones como, por ejemplo, la New York Public Library Drawings and Prints Collection.
Con motivo de la exposición brain… glitter , David Armengol (Barcelona, 1974. Comisario independiente) ha elaborado un texto que arroja un poco de luz sobre el trabajo de Davidson y su manera de abordarlo.","null","null","null","http://www.artbarcelona.es/es/exposiciones/brain-glitter/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Ana-Ria--o-Ingres-2017.-Acr--lico-sobre-papel.-110--160-cm.jpg","Victor Lope Arte Contemporáneo","","","Ana Riaño","16.03.17 – 13.05.17","16.03.17 – 13.05.17","Victor Lope Arte Contemporáneo","RRSS","","null","null","null","http://www.artbarcelona.es/es/exposiciones/rrss/"
"http://www.artbarcelona.es/wp-content/uploads/2017/04/1.Under-the-sky_2017_acrylic-on-canvas_160x130.jpg","3 Punts Galería","","http://www.artbarcelona.es/es/exposiciones/portraits-generation/","JAS","","12.04.17 – 13.05.17","3 Punts Galería","Portraits Generation","JAS quiere jugar con todos los planos. Figuración y abstracción, simbolismo y gratuidad, manchas y trazos, esbozo y firma, inconclusión y exposición, técnicidad y espontaneidad, memoria histórica y contemporaneidad. Las pinturas de JAS están pobladas. Sin embargo, las figuras solamente tienen valor de signos. El ojo domina: el espectador es observado por el lienzo. JAS nos ofrece una génesis en pleno nacimiento, una pintura más fetal que acabada. La paleta de colores, reducida a dos o tres colores por lienzo, no se ha terminado de desplegar. No llenan los contornos, por lo que las siluetas parecen vacías de carne, como formas que sobreviven a los seres que fueron, igual que la luz sobrevive después de las estrellas.","null","null","null","http://www.artbarcelona.es/es/exposiciones/portraits-generation/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/DSCF2362.JPG","ProjecteSD","","http://www.artbarcelona.es/es/exposiciones/asier-mendizabal-concavitat/","Asier Mendizabal","","24.03.17 – 17.05.17","ProjecteSD","Asier Mendizabal. Concavitat","El cuerpo de trabajo que configura Concavitat, la tercera exposición de Asier Mendizabal en ProjecteSD, surge de la investigación que el artista desarrolló en el contexto del proyecto Zarigüeya/Alabado Contemporáneo que concluyó con su exposición individual Problemas de estilo y vasijas de barro presentada en el Museo de Arte Precolombino Casa del Alabado en Quito en abril de 2016.
Continúa Mendizabal con el proceso de análisis de las relaciones entre forma, discurso e ideología a través de la historia de la modernidad. En esta ocasión el autor centra su interés en los orígenes de colecciones arqueológicas y etnográficas desarrolladas durante el periodo colonial y poscolonial en los siglos XIX y XX, en territorio latinoamericano. Mendizabal utiliza como fuente para generar su nuevo corpus de obra, una serie de trabajos realizados por el científico francés Paul Rivet en la expedición conocida como la Segunda Misión Geodésica Francesa a lo largo de Ecuador en los inicios del siglo XX, posteriormente compilados en la monumental publicación Ethnographie Ancienne de l’Equateur de 1922. Mendizabal trabaja, por un lado, a partir de una serie de fotograbados en los que se reunían cientos de vasijas cerámicas precolombinas, y por otro lado con material resultante de estudios antropométricos de cráneos humanos.
Los grabados de Rivet reunían vasijas clasificadas, no tanto por origen o datación, sino por sus similitudes formales. Las imágenes se disponían sobre el fondo blanco de la plancha configurando constelaciones arbitrarias, producto de aprovechar el formato de la lámina para su impresión. Un tratamiento parecido puede verse en las recopilaciones visuales de cráneos de individuos de diversas culturas, en grabados o fotograbados, y también dispuestos sobre fondo blanco. Estas eran publicaciones habituales hasta bien entrado el siglo XX, en el contexto de la antropología del momento, antes de que la etnografía hiciera del artefacto cultural y no de las diferencias físicas el sujeto de su estudio.
 
Mendizabal reutiliza varios de estos fotograbados de vasijas y de cráneos para crear una nueva serie de collages y dibujos lineales, en los que, bien descompone y desordena las imágenes, redibuja y distorsiona los contornos de los “cráneos”, para así acentuar la ineficacia de estas formas de clasificación y representación como indicadores de evidencias culturales: tanto vasijas como cráneos, contenedores, aparecen clasificados siguiendo los cánones historiográficos y etnográficos clásicos, sin importar sus referentes culturales, sociales o colectivos.
 
Estas obras en papel se acompañan de varias esculturas agrupadas con el título genérico Stilfragen* (crania). Se trata de varias piezas de pequeño tamaño, que tanto pueden parecer cabezas como vasijas, contenedores o recipientes, en las que Mendizabal ha imprimido a la superficie del hormigón la huella del entrelazado de la urdimbre de cestos. Una vez más el artista cuestiona la narración histórica occidental de las tecnologías como vehículos significantes, que ha privilegiado los gestos y habilidades técnicas asociados a la expresión del individuo (la talla, el corte, el vaciado el moldeado, el fundido) para dejar en un segundo plano el rudimentario entrelazado de fibras flexibles, técnica que parece asociarse más a un acto social, a un saber colectivo.","null","null","null","http://www.artbarcelona.es/es/exposiciones/asier-mendizabal-concavitat/"
"http://www.artbarcelona.es/wp-content/uploads/2017/04/IMG_3822.JPG","Tat Art Barcelona","","","Jack Davidson","06.04.17 – 30.06.17","06.04.17 – 30.06.17","Tat Art Barcelona","brain…   glitter","","null","null","null","http://www.artbarcelona.es/es/exposiciones/brain-glitter/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/juanluis-moraza-de-oficio.jpg","http://www.artbarcelona.es/es/","","http://www.artbarcelona.es/es/exposiciones/de-oficio/","Juan Luís Moraza","","24.03.17 – 02.06.17","http://www.artbarcelona.es/es/","De Oficio","La nobleza del esfuerzo, el amor al trabajo bien hecho, sostienen la vida social mucho más que cualquier ley. Pues mediante un sistema de intercambios y alternancias, el trabajo es también un régimen fundacional del vínculo social. Pero la productividad destituye la excelencia del trabajo. Supone la capitalización instrumental y acelerada de la experiencia, que vuelve indiscernibles operario y herramienta, trabajo y fiesta, voluntad y obligación. La subjetividad habrá sido el último continente objeto de colonización. Y la formalización industrializada de la participación, propiciará una delegación de responsabilidad. Se trata de una ventriloquía trascendental, según la cual reconocemos nuestra voz en el artificio naturalizado de la representación. El ciudadano pasa a ser un paciente agente cuya participación es ejecutada de oficio. En el imperio de una voluntad subrogada, esta existencia “de oficio” remite a una experiencia que se inicia sin necesidad de actividad de la parte interesada, que no sucede a instancia del sujeto, sino de la inercia. Junto a la inercia estética de las tradiciones, opera una inercia creativa, que convierte lo bueno en adverso, en nombre de un potencial “mejor” que elude cualquier cálculo de riesgo. En nombre de una incesante búsqueda de experiencias, la experiencia queda abolida por el absolutismo de la obsolescencia. Si en la dedicación no alienada del artista la necesidad excede en el deseo, su subjetividad es consecuencia del hacer y no un efecto de la instrucción cultural. La derogación del oficio no supone entonces una liberación del trabajo, sino de la singularidad en el modo. Es la impostura del ciudadano sobre el sujeto, del servicio sobre la experiencia.
de oficio” remite a una experiencia que se inicia sin necesidad de actividad de la parte interesada, que no sucede a instancia del sujeto, sino de la inercia. Junto a la inercia estética de las tradiciones, opera una inercia creativa, que convierte lo bueno en adverso, en nombre de un potencial “mejor” que elude cualquier cálculo de riesgo. En nombre de una incesante búsqueda de experiencias, la experiencia queda abolida por el absolutismo de la obsolescencia. Si en la dedicación no alienada del artista la necesidad excede en el deseo, su subjetividad es consecuencia del hacer y no un efecto de la instrucción cultural. La derogación del oficio no supone entonces una liberación del trabajo, sino de la singularidad en el modo. Es la impostura del ciudadano sobre el sujeto, del servicio sobre la experiencia.","null","null","null","http://www.artbarcelona.es/es/exposiciones/de-oficio/"
"http://www.artbarcelona.es/wp-content/uploads/2016/11/CienRostrosColorDef-color-copia2.jpg","etHALL","","","Julia Spínola","25.11.16 – 21.01.18","25.11.16 – 21.01.18","etHALL","Cien Rostros Iguales","","null","null","null","http://www.artbarcelona.es/es/exposiciones/cien-rostros-iguales/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Ana-Ria--o-Ingres-2017.-Acr--lico-sobre-papel.-110--160-cm.jpg","Victor Lope Arte Contemporáneo","","http://www.artbarcelona.es/es/exposiciones/rrss/","Ana Riaño","","16.03.17 – 13.05.17","Victor Lope Arte Contemporáneo","RRSS","En el proyecto RRSS (Redes Sociales) la artista Ana Riaño (Bilbao, 1985) investiga la confluencia de dos fenómenos diferentes: la construcción de la identidad en cuanto a artista y su cruce con la nueva moda de las llamadas Redes Sociales. Así pues, el proyecto consta de diferentes piezas pictóricas en las que Riaño retrata estados de redes sociales de artistas, galeristas, directores de museo, críticos de arte, y otros agentes sociales de su entorno. A veces la admiración por un artista procede también de su biografía, por lo que la serie RRSS muestra, a su vez, pantallazos inexistentes de la vida de artistas anteriores a la era contemporánea (Ingres, Dora Maar) como si convivieran con las nuevas tecnologías y las redes sociales. Como consecuencia, el espectador se encuentra delante de obras donde la realidad y la ficción se funden en un mismo plano de significado.","null","null","null","http://www.artbarcelona.es/es/exposiciones/rrss/"
"http://www.artbarcelona.es/wp-content/uploads/2017/04/IMG_1346.JPG","Galería Carles Taché","","","Santi Moix","02.03.17 – 30.06.17","02.03.17 – 30.06.17","Galería Carles Taché","The Brooklyn Navy Yard","","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-brooklyn-navy-yard/"
