event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event,event-href,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"","null","","","null","","null","Pavellón Mies van der Rohe","http://miesbcn.com/es/el-pabellon/","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/captura-film35mm.jpg","Galería Joan Prats","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-galeria-joan-prats-es/","Perejeaume","","01.10.15 - 04.10.15","Galería Joan Prats","http://www.barcelonagalleryweekend.com/es/espacio/galeria-joan-prats-es/","Galería Joan Prats","Condensaciones","HACER SITIO, SABER CÓMO
¿No os parece que las obras de arte empiezan a ser tan valiosas como el lugar que ocupan? Hay tantas que se las puede oír diciendo a sus creadores: ""No cabemos, hacednos un sitio"".","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-galeria-joan-prats-es/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/Foto-obra-1.jpg","Palmadotze","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/the-art-of-seduction-esp/","Daniel G. Andújar, Rogelio López Cuenca","","01.10.15 - 04.10.15","Palmadotze","http://www.barcelonagalleryweekend.com/es/espacio/palmadotze-es/","Palmadotze","The Art of Seduction","«The Art of Seduction» (2008 / 2011) es una instalación (work in progress) que consta de 17 fotografías y un vídeo DVD.
Los artistas presentan una instalación que se suma al proyecto en proceso en el que trabajan conjuntamente desde 2008, sobre la imagen del arte y la figura del artista en la cultura contemporánea y a través de los medios de comunicación masivos. Tiene su origen en una colaboración, de la que han sido presentadas etapas previas en Valencia («Herramientas del Arte», Sala Parpalló, 2008) y México DF («Yo me perfumo para ocupar más espacio», Museo de Arte Carrillo Gil, 2009).
En esta ocasión, el análisis se centra en la recurrencia de la explotación iconográfica de la «pose» del artista por parte de la publicidad y las producciones culturales comerciales, así como de la generación de plusvalía simbólica de la marca-firma producida en este traspaso.
Concretamente, los artistas han recopilado imágenes aparecidas en la prensa escrita y también en la televisión y el cine, que ponen de manifiesto como el ARTE y los ARTISTAS «HAN SEDUCIDO» a lo largo de los siglos a la sociedad.
Deseado por todos, el arte es utilizado por la publicidad, sirve de inspiración a la moda, el diseño y la industria y es también sello de distinción y clase social. Así mismo, el proyecto subraya con humor como perdura en la actualidad la asociación «artista – bohemio», establecida en el romanticismo, según la cual se imagina al artista como un bohemio, un soñador, sin duda un romántico, que puede ser un poco desordenado y de aspecto despreocupado, pero con un interior rico que desborda ideas geniales.","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/the-art-of-seduction-esp/"
"","Passatge Studio","","","null","","null","Passatge Studio","http://www.barcelonagalleryweekend.com/es/espacio/passatge-es/","Passatge Studio","null","","null","null","null",""
"","null","","","null","","null","CaixaForum","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/caixaforumbarcelona_es.html","null","null","","null","null","null",""
"","null","null","","null","","null","The Green Parrot","http://www.thegreenparrot.org/","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/2.-El-color-del-movimiento.jpg","Galería Barbié","","","Alexander Calder, Anthony Caro, Antoni Tàpies, Fernand Léger, Georges Valmier, Henri Laurens, Jean Arp, Jean Dubuffet, Joan Miró, Juan Gris, Julio González, Marie Blanchard, Pablo Gargallo, Robert Delaunay, Victor Vasarely","01.10.15 - 04.10.15","01.10.15 - 04.10.15","Galería Barbié","http://www.barcelonagalleryweekend.com/es/espacio/galeria-barbie-es/","Galería Barbié","Dimensiones de vanguardia","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/dimensions-davantguarda-es/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/rtw_angelsbarcelona_2015.jpg","àngels barcelona","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-angels-barcelona-es/","Richard T. Walker","","15.09.15 - 06.11.15","àngels barcelona","http://www.barcelonagalleryweekend.com/es/espacio/angels-barcelona-es/","àngels barcelona","In accordance with things","Es cuestión de escala. Toda piedra es montaña en potencia, sugiere Roger Caillois. In accordance with things, exposición individual de Richard T. Walker para àngels barcelona, supone una nueva activación del paisaje mediante el protagonismo simple y magnífico de la piedra. Un ejercicio de concordancia entre videos, fotografías, esculturas y piezas sonoras donde la percepción del territorio salvaje – o al menos no domesticado – depende de las múltiples funciones y simbologías que el artista inglés otorga a la piedra. A veces un mero objeto, a veces un medio performativo, a veces un paisaje en su totalidad.
Comisariada por David Armengol.","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-angels-barcelona-es/"
"","null","null","","null","","null","Fundación Vila Casas","http://www.fundaciovilacasas.com/es/","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/KHM-MULLICAN-8203-small.jpg","ProjecteSD","","","Matt Mullican","01.10.15 - 14.11.15","01.10.15 - 14.11.15","ProjecteSD","http://www.barcelonagalleryweekend.com/es/espacio/projectesd-es/","ProjecteSD","The Meaning of Things","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-projectesd-es/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/02/baja_Carles-Tache-slide-3-Javier-P--rez.jpg","Galeria Carles Taché","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-carles-tache-es/","Antoine d'Agata, Bosco Sodi, Cornelia Parker, Javier Pérez, Keith Tyson, Michael Joo, Sean Scully, Tony Cragg","","01.10.15 - 04.10.15","Galeria Carles Taché","http://www.barcelonagalleryweekend.com/es/espacio/galeria-carles-tache-3/","Galeria Carles Taché","Exposición inaugural","Con motivo del Gallery Weekend y coincidiendo con la inauguración de su nueva sede, la Galería Carles Taché propone una exposición que refleja la tendencia que seguirá la galería en su nueva programación. La exposición incluye obras de artistas de la galería, como Tony Cragg, Antoine d’Agata, Javier Pérez, Cornelia Parker, Sean Scully y Bosco Sodi, y de nuevas incorporaciones como Michael Joo y Keith Tyson.
Dadas las características del nuevo emplazamiento y sus dimensiones, la galería se aproxima en cierto modo a un espíritu museístico en su programación y sus dispositivos expositivos, así como en el alcance y la naturaleza de sus proyectos.","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-carles-tache-es/"
"","Passatge Studio","null","","null","","null","Passatge Studio","http://www.barcelonagalleryweekend.com/es/espacio/passatge-es/","Passatge Studio","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/LOS_ALREDEDORES_FRANCESC_RUIZ.jpg","Galería Estrany – de la Mota","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/francesc-ruiz-alrededores/","Francesc Ruiz","","01.10.15 - 04.10.15","Galería Estrany – de la Mota","http://www.barcelonagalleryweekend.com/es/espacio/galeria-estrany-de-la-mota-es/","Galería Estrany – de la Mota","Francesc Ruiz: Los Alrededores","Un dibujo reproduce el perímetro exterior de la manzana en la que se sitúa la Galería Estrany - de la Mota, fijándose en puertas y escaparates como si formaran parte de una narrativa a activar formada por marcos o viñetas que son a la vez contenedores o reflectores de la actividad que se produce en los alrededores.  La obra enlaza con algunas de las obsesiones que desde hace años recorren el trabajo de Francesc Ruiz, la psicogeografía y el détournament situacionistas, el cómic como constructor y modificador de la realidad y la inscripción de la obra en el contexto inmediato donde se muestra.","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/francesc-ruiz-alrededores/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/02/baja_Carles-Tache-slide-3-Javier-P--rez.jpg","Galeria Carles Taché","","","Antoine d'Agata, Bosco Sodi, Cornelia Parker, Javier Pérez, Keith Tyson, Michael Joo, Sean Scully, Tony Cragg","01.10.15 - 04.10.15","01.10.15 - 04.10.15","Galeria Carles Taché","http://www.barcelonagalleryweekend.com/es/espacio/galeria-carles-tache-3/","Galeria Carles Taché","Exposición inaugural","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-carles-tache-es/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/brocheta-small.jpg","Espacio industrial Cosme Toda","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/intervencio-cosme-toda-david-bestue-es/","David Bestué","","01.10.15 - 04.10.15","Espacio industrial Cosme Toda","http://www.barcelonagalleryweekend.com/es/espacio/espai-industrial-cosme-toda-2-es/","Espacio industrial Cosme Toda","null","Es perfectamente plausible describir los pilares centrales del trabajo de David Bestué como arquitectónicos e historiográficos. Palabras que, no obstante, pueden parecer grandilocuentes habida cuenta la generosa irreverencia de su obra. Sea como fuere, el artista querría preguntar sin duda, ¿a qué tipo de pilares nos referimos exactamente? ¿Se trataría de columnas románicas o de vigas de acero sustentando su edificio conceptual? Esencialmente, Bestué es un escultor fascinado por la arquitectura pero no así por sus iconos presuntuosos ni por su célebre heroísmo, sino por la propia naturalidad con la que los tropos arquitectónicos sustentan una comprensión emocional de la forma.
Las esculturas compuestas de Bestué, sus fotografías y publicaciones conforman una historiografía puesto que a menudo tratan de la evolución tanto de materiales como de técnicas constructivas, en lo que parece ser un modo diagramático o didáctico. Bestué experimenta con la masa, el equilibrio, la gravedad o el lenguaje físico de la construcción (tanto si se refiere a tumbas de piedra prehistóricas como a espacios públicos de la Barcelona post-olímpica) que siempre logra captarnos a escala humana, tratando frecuentemente con la heurística, la frivolidad, la broma y la farsa.
Para Composiciones, Bestué prepara una nueva instalación en forma de una línea de tiempo escultural que se define por ignición e invento, grasa y aceite, obsolescencia, fluorescencia, luminiscencia e incandescencia: una historia de la humanidad desde los tiempos antiguos hasta el presente, narrada mediante la evolución y el refinamiento de la tecnología lumínica. Ubicada en el hogar del antiguo director de la empresa cerámica Cosme Toda, esta instalación estará acompañada de una intervención escultural en la planta baja de la propia fábrica de los años 1920.
– Latitudes","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/intervencio-cosme-toda-david-bestue-es/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/Foto-obra-11.jpg","Nogueras Blanchard","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/white-absence-es/","Mladen Stilinović","","01.10.15 - 04.10.15","Nogueras Blanchard","http://www.barcelonagalleryweekend.com/es/espacio/gal-nogueras-blanchard-es/","Nogueras Blanchard","White Absence","""En referencia a un poema de Jorge Guillén, ""¿Busca el mundo una blanca, total, perenne ausencia?"" Mladen Stilinović tituló este ciclo White Absence. ¿Cuál es el color del dolor?, el artista se preguntó a sí mismo en la década de los 90, en un momento en el que Croacia era asolada por la guerra. ""El blanco es el color del silencio, muy íntimo, y el dolor es una cosa íntima"", dice el artista, que propaga el blanco a través de pinturas y objetos de forma que abarca diversos conceptos: el silencio, el vacío, la ausencia, el dolor, la pobreza y el absurdo... Sus obras se intercalan con los versos de Paul Celan y de Osip Mandelstam y los pensamientos de Emil Cioran y Marcel Duchamp, que hablan del dolor, la tristeza, la denominación o la muerte, y a menudo se refieren a las ideas de Kasimir Malevich presentes en su lienzo Blanco sobre blanco. Las obras son frágiles, envejecen rápidamente para conseguir una pátina de edad en blancos, amarillos y grises que calan en el tiempo. Los elementos se disponen en las paredes de la galería en la manera similar a la que utilizó Mallarmé para organizar los versos en las páginas de su libro Un coup de dés jamais n'abolira le hasard. El espacio en blanco entre los trabajos crea intervalos; el vacío es tan elocuente como las obras mismas. Los objetos blancos se pierden en la pared blanca, desmaterializados por el monocromo, y requieren de una concentración adicional para establecer una conexión.
Algunas de estas obras se hicieron durante la guerra en Croacia, en respuesta a una situación tormentosa para todo el mundo; un momento en que el artista no podía establecer relación con ningún factor político. Las obras se volvieron hacia el interior, hacia la experiencia individual, y reflejan la impotencia. Stilinović siempre ha trabajado con el lenguaje y en particular con el impacto directo del lenguaje de la política en el lenguaje de la vida cotidiana y del arte. La manipulación del lenguaje de la política y los símbolos del comunismo proporcionó una crítica provocadora, pero subversiva y cínica de la sociedad.""
Branka Stipanćić","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/white-absence-es/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/garlito_180_200_cm.jpg","Galería Balaguer","","","Diego Pujal","01.10.15 - 04.10.15","01.10.15 - 04.10.15","Galería Balaguer","http://www.barcelonagalleryweekend.com/es/espacio/galeria-balaguer-es/","Galería Balaguer","Espín","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/espin-es/"
"","null","","","null","","null","CCCB","http://www.cccb.org/es","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/Foto-obra-11.jpg","Nogueras Blanchard","","","Mladen Stilinović","01.10.15 - 04.10.15","01.10.15 - 04.10.15","Nogueras Blanchard","http://www.barcelonagalleryweekend.com/es/espacio/gal-nogueras-blanchard-es/","Nogueras Blanchard","White Absence","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/white-absence-es/"
"","null","","","null","","null","Bar Project","http://barproject.net/","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/Torres-Garc--a.3.jpg","Sala Dalmau","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-sala-dalmau-esp/","Joaquín Torres-García","","01.10.15 - 04.10.15","Sala Dalmau","http://www.barcelonagalleryweekend.com/es/espacio/sala-dalmau-es/","Sala Dalmau","null","Inauguramos la temporada 2015 con una exposición homenaje a Joaquín Torres-García, un artista muy vinculado a nuestra galería. Presentamos un recorrido por su obra desde 1912 hasta 1940.
Abre la exposición una pieza claramente noucentista, Figuras bajo el álamo, de 1916. Junto a ella aparecen muchas otras que respiran el mismo ambiente y en las que queda patente el interés de Torres por la cultura helénica y los primitivos italianos. Momento muy interesante y que refleja claramente el espíritu de esos años en Cataluña.
Los años 20 coinciden con su estancia en París, años en los que gestará el constructivismo, que queda reflejado en obras como Figures dans la rue (1928) y Composición (1930). El período plenamente constructivo lo ilustramos con una serie de dibujos y una pieza realizada sobre cerámica, de 1936, en la que aparece condensada toda su simbología.
Sus emblemáticos juguetes también tendrán su espacio en la muestra. Pequeñas obras de arte, vanguardistas y didácticas, que en su momento no fueron comprendidas.
Por último dejaremos constancia de la impronta dejada por Joaquín Torres-García en Montevideo a través de La Escuela del Sur. Para ello mostraremos alguna obra de sus principales discípulos.","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-sala-dalmau-esp/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/rtw_angelsbarcelona_2015.jpg","àngels barcelona","","","Richard T. Walker","15.09.15 - 06.11.15","15.09.15 - 06.11.15","àngels barcelona","http://www.barcelonagalleryweekend.com/es/espacio/angels-barcelona-es/","àngels barcelona","In accordance with things","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-angels-barcelona-es/"
"","null","","","null","","null","Fabra i Coats. Centre d'Art Contemporani","http://fabraicoats.bcn.cat/es/","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/40-74.jpg","Umbráculo del Parque de la Ciudadela","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/intervencio-daniel-steegmann-umbracle-es/","Daniel Steegmann Mangrané","","01.10.15 - 04.10.15","Umbráculo del Parque de la Ciudadela","http://www.barcelonagalleryweekend.com/es/espacio/umbracle-del-parc-de-la-ciutadella-es/","Umbráculo del Parque de la Ciudadela","null","El arte de Daniel Steegmann Mangrané conjuga lo natural con lo geométrico y a menudo combina las imposibles dimensiones de los bosques de Brasil, su país de adopción, con las líneas claras de la abstracción y el orden tangible. En la última década el artista ha incorporado a su obra estudios cromáticos en acuarela, collages caleidoscópicos, fotografía y esculturas con grabados de hojas y de cítricos. No obstante, su filme más reciente y sus proyectos sonoros parecen indicar que la fascinación hacia una especie de cinematografía orgánica siempre ha estado presente. ""Phasmides"", por ejemplo, exposición de 2013, incluía hologramas, esculturas sinuosas y una filmación desde un pequeño escenario montado sobre una mesa con ramas y formas en cartón blanco donde los protagonistas eran unos insectos palo y animales semejantes a plantas que aparecían y desaparecían como si se tratara de sombras a la deriva.
En Composiciones, Steegmann Mangrané presenta una nueva versión de ""Surucuá, Teque-teque, Arara"" (2012) entre las plantas subtropicales del umbráculo del Parc de la Ciutadella de Barcelona. Se trata de una instalación acústica compuesta por ocho pistas de audio, grabadas simultáneamente en un trayecto de 60 metros, a través de los restos de un terreno de la selva atlántica de Brasil (Mata Atlântica). La frondosidad de esta selva tropical habría cobijado a los primeros colonizadores portugueses a su llegada en 1500. Se trata de un ecosistema conocido por su riqueza biológica y un alto grado de endemismo, lo cual significa que muchas de sus especies no existen en ninguna otra parte.
En Barcelona se presenta un loop de 11 minutos con sonidos de dicha selva, incluyendo las llamadas espectrales de pájaros multicolor como por ejemplo las del Trogon surrucura, el titirijí cabecigrís, y guacamayos, mezcladas con el ruido ambiental del propio parque urbano. Steegmann Mangrané dio nombre a su obra a partir de la terminología portuguesa para designar estas especies aviarias. Como si se tratara de un collage a escala 1:1, el artificio de una colección botánica urbana se entreteje con un fragmento acústico de algo genuinamente selvático.
–Latitudes","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/intervencio-daniel-steegmann-umbracle-es/"
"","null","null","","null","","null","Fundació Antoni Tàpies","http://www.fundaciotapies.org/site/spip.php?rubrique66","null","null","","null","null","null",""
"","null","null","","null","","null","Fundació Joan Miró","http://www.fmirobcn.org/es/","null","null","","null","null","null",""
"","null","null","","null","","null","Fundación Arranz-Bravo","http://fundacioarranzbravo.cat/es/","null","null","","null","null","null",""
"","null","","","null","","null","MNAC","http://www.museunacional.cat/es","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/KHM-MULLICAN-8203-small.jpg","ProjecteSD","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-projectesd-es/","Matt Mullican","","01.10.15 - 14.11.15","ProjecteSD","http://www.barcelonagalleryweekend.com/es/espacio/projectesd-es/","ProjecteSD","The Meaning of Things","Desarrollada durante las últimas tres décadas, la obra de Matt Mullican puede considerarse una de las contribuciones de más influencia en el arte contemporáneo de los últimos años. Su trabajo es a la vez misterioso y claro, y extraordinario por la multiplicidad de medios con que se expresa. La sistematización, la estructura y la ordenación de su particular visión del mundo, que oscila entre lo personal y universal, son temas centrales en el trabajo de Mullican. Sus obras no funcionan como piezas aisladas; su comprensión se basa en las relaciones que se establecen entre ellas, dentro del conjunto de todo su trabajo. Relaciones que se establecen a través del lenguaje y de los signos, a través de la repetición, el ritmo y la asociación. Todos sus trabajos forman una unidad semántica continua.
Desde finales de los años 70, las performances realizadas bajo hipnosis han jugado un papel fundamental en la obra de Mullican. Han sido la base, como el propio artista ha enunciado en repetidas ocasiones, para “entrar en la imagen”: ver el mundo o una “imagen” del mismo, explorar la frontera entre la ficción y la realidad; una forma de plantear la relación entre lo subjetivo y lo objetivo y una herramienta esencial para el desarrollo de toda su obra.
Para su cuarta exposición en ProjecteSD, Mullican presentará su nueva obra The meaning of things, una instalación de más de 600 collages sobre papel, donde el universo enciclopédico, visual y gráfico de Mullican se despliega de forma inagotable.
Paralelamente a su exposición en ProjecteSD, Mullican presentará una nueva performance en el Espai Zero de la Fundación Suñol el próximo día 3 de octubre.","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-projectesd-es/"
"","null","null","","null","","null","MNAC","http://www.museunacional.cat/es","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/Fonderie_Dora_Garcia-40-1-small.jpg","Biblioteca del Campo Freudiano","","","Dora García","01.10.15 - 04.10.15","01.10.15 - 04.10.15","Biblioteca del Campo Freudiano","http://www.barcelonagalleryweekend.com/es/espacio/biblioteca-del-camp-freudia-es/","Biblioteca del Campo Freudiano","null","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/intervencio-biblioteca-dora-garcia-es/"
"","null","null","","null","","null","La Virreina Centre de la Imatge","http://ajuntament.barcelona.cat/lavirreina/es","null","null","","null","null","null",""
"","null","null","","null","","null","MACBA","http://www.macba.cat/es/inicio","null","null","","null","null","null",""
"","null","null","","null","","null","Centro de Arte Tecla Sala","http://www.teclasala.net/inici_2.aspx","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/Antonio-Lpez-Hombre-De-frente-bronce-197-x-60-x-38-cm-2-de-6-2001-small.jpg","Galería Marlborough","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/exposicio-marlborough-es/","Antonio López García","","01.10.15 - 04.10.15","Galería Marlborough","http://www.barcelonagalleryweekend.com/es/espacio/galeria-marlborough-barcelona-es/","Galería Marlborough","null","Antonio López (Tomelloso, 1936), artista minucioso, con gran solidez plástica y con un afán constante de perfección, combina la maestría técnica con una meditación sobre la esencia de la materia representada. La exposición ofrece una reflexión en torno a la representación de la figura humana y del rostro, dejando también constancia de parte de su proceso creativo. A través de un conjunto de esculturas, óleos y dibujos veremos cómo López consigue mostrar con enorme detallismo la constitución del cuerpo, impregnando además a su obra de una emotividad impactante.","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/exposicio-marlborough-es/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/Arles-2013-small.jpg","Galería Senda","","","Mathieu Pernot","01.10.15 - 21.11.15","01.10.15 - 21.11.15","Galería Senda","http://www.barcelonagalleryweekend.com/es/espacio/senda-es/","Galería Senda","Destrucción","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/expo-senda-es/"
"","null","","","null","","null","Blueproject Foundation","http://blueprojectfoundation.org/es/","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/KHALILI_FOREIGN-OFFICE_ALETTI_CASINO-small4.jpg","ADN Galería","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/foreign-office-es/","Bouchra Khalili","","01.10.15 - 09.11.15","ADN Galería","http://www.barcelonagalleryweekend.com/es/espacio/adn-galeria-es/","ADN Galería","Foreign office","La obra Foreign office (2015) de Bouchra Khalili consiste en una película digital y una serie de fotografías y serigrafías producidas en Argel. Es un conjunto de obras que investigan la década de 1962 a 1972, cuando la ciudad era la ""capital de los revolucionarios"" y hogar de muchas sedes de los movimientos de liberación africanos, asiáticos y americanos.
La película muestra dos jóvenes argelinos que reescriben aquella parte de la Historia a partir de la imagen y del lenguaje, creando una historiografía a través del montaje, la traducción y la poesía, que se refleja en la historia y en sus consecuencias. Las fotografías sirven para documentar los lugares que acogieron los movimientos de liberación y muestran la ausencia/presencia fantasmal de la utopía, todavía presente en la actualidad.
La serigrafía El Archipiélago dibuja un mapa de Argel partiendo de la diseminación geográfica de aquellos movimientos de liberación y ""traduce"" la estructura arquitectónica de cada sede de los movimientos en formaciones de islas.
Dicho archipiélago revisita tanto el ""All-World"" (""Todo-mundo"") que definió Edouard Glissant, como la ""Atlántida"" perdida y los acrónimos de los movimientos de liberación representan a partir de ahora su idioma extinguido.
Foreign office presenta una combinación de fragmentos que conforman una historiografía alternativa de las utopías con el fin de reflejar el ideal de emancipación en la actualidad y, potencialmente, en el futuro.
 
Créditos de las imágenes:
1.

Hotel El Safir, Ex-Aletti, centro de Argel

Residencia de la delegación del partido de las Panteras Negras durante el Festival Panafricano de Argel, 1969

Fig. 1_Entrada del antiguo casino

Impresión a color, 2015

100cm x 125cm

Cortesía de la artista y de ADN Galería
2 i 3.

Foreign Office

Película digital, 2015.

22'. Color. Sonido. Formato de vídeo 4/3

Idioma original: árabe argelino, cabil, francés, inglés

Subtítulos en inglés

Cortesía de la artista y de ADN Galería
4.

Sede de la representación del FPLN (Frente de Liberación Nacional Portugués)

Zona Meissonier

Impresión a color, 2015

97cm x 76cm

Cortesía de la artista y de ADN Galería
5, 6 i 7.

Imágenes de la exposición Foreign Office

Exposición individual en el Palais de Tokyo (París)

17 de febrero - 17 de mayo 2015

Fotografías de Aurélien Mole, cortesía de la artista
8.

El Archipiélago

Serigrafia enmarcada sobre aluminio,

50 x 70 cm

Imágenes de la exposición Foreign Office

Exposición individual en el Palais de Tokyo (París)

17 de febrero - 17 de mayo 2015

Fotografías de Aurélien Mole, cortesía de la artista","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/foreign-office-es/"
"","null","null","","null","","null","La Capella","http://lacapella.bcn.cat/es","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/JM-1-small.jpg","Museo Geológico del Seminario","","","Jordi Mitjà","01.10.15 - 04.10.15","01.10.15 - 04.10.15","Museo Geológico del Seminario","http://www.barcelonagalleryweekend.com/es/espacio/museu-geologic-del-seminari-es/","Museo Geológico del Seminario","null","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/intervencio-museu-geologic-jordi-mitja-es/"
"","null","","","null","","null","La Virreina Centre de la Imatge","http://ajuntament.barcelona.cat/lavirreina/es","null","null","","null","null","null",""
"","null","","","null","","null","Museo Picasso","http://www.museupicasso.bcn.cat/es/","null","null","","null","null","null",""
"","null","","","null","","null","Fundación Vila Casas","http://www.fundaciovilacasas.com/es/","null","null","","null","null","null",""
"","null","null","","null","","null","Homesession","http://www.homesession.org/wordpress/es/","null","null","","null","null","null",""
"","null","","","null","","null","Fundación Arranz-Bravo","http://fundacioarranzbravo.cat/es/","null","null","","null","null","null",""
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/Expansion-negra-temple-guache-180x140cm-small.jpg","Galería Sicart / Joan Gaspar","","","Ruth Morán","01.10.15 - 04.10.15","01.10.15 - 04.10.15","Galería Sicart / Joan Gaspar","http://www.barcelonagalleryweekend.com/es/espacio/galeria-sicart-joan-gaspar-es/","Galería Sicart / Joan Gaspar","Mirada expandida","","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/mirada-expandida-es/"
"http://www.artbarcelona.es/bgw/wp-content/uploads/sites/7/2015/06/primera-del-slide-small.jpg","etHALL","Más info","http://www.barcelonagalleryweekend.com/es/exposiciones/20-lines-project-es/","Matt Madden","","01.10.15 - 04.10.15","etHALL","http://www.barcelonagalleryweekend.com/es/espacio/ethall-es/","etHALL","20 Lines Project","Esta exposición de etHALL está dedicada a Matt Madden, un artista norteamericano que presenta su proyecto ""20 Lines"".
""La principal fuente de inspiración fue un libro en prosa del autor del Oulipo Harry Mathews titulado 20 líneas al día, que es un documento incompleto de un período en que el autor escribía 20 líneas de prosa cada mañana en su despacho, como ejercicio de calentamiento. Lo hacía inspirado por una cita de Stendhal que hablaba de ""20 líneas al día, seas un genio o no"". Se tomó la idea literalmente pero de manera un tanto irónica y yo hice un poco lo mismo: a ver, ¿20 líneas dibujadas no son lo mismo que 20 líneas escritas? (casi siempre es más rápido, eso seguro). Lo puse en práctica cuando nos instalamos en Francia, ya que uno de mis objetivos aquí era profundizar en el dibujo, porque siempre tiendo más a la escritura o al pensamiento estructural/lingüístico sobre los cómics. Quería concentrarme en los aspectos más básicos del dibujo -líneas en un suelo- para explicar cómo las líneas llenan el espacio y se ensamblan. Quizá no tanto ""explicar"", sino más bien poner a trabajar mi mano, mi cerebro y mis ojos de dibujante y ver qué surgía. No sé cómo todo esto se percibirá en mis cómics, pero creo que es parte de un proceso para controlar más conscientemente mis dibujos, desde un punto de vista tanto físico como conceptual.""","null","null","null","http://www.barcelonagalleryweekend.com/es/exposiciones/20-lines-project-es/"
